!!id a e inc node peri ma epoch H 
718 47.8236 0.2315 4.7591 240.6085 279.9965 118.3589 53157.0 7.0
718 47.8619 0.2640 3.0725 11.7128 65.6760 161.5780 53157.0 7.0
720 47.6893 0.2278 10.7405 30.2269 49.5494 167.7060 53157.0 7.0
721 47.7546 0.2010 13.8373 29.3837 127.1106 292.5538 53157.0 7.0
722 47.8216 0.3218 5.4066 264.7786 29.3075 42.0902 53157.0 7.0
722 47.9270 0.2491 8.1769 343.4259 120.3752 314.7705 53157.0 7.0
723 47.7435 0.2763 5.7673 115.3845 178.3406 51.6388 53157.0 7.0
723 47.7827 0.3421 12.8078 236.8117 205.2460 347.6368 53157.0 7.0
723 47.7649 0.2561 6.1040 292.4216 305.4711 254.9469 53157.0 7.0
723 47.9489 0.3474 6.5946 327.2741 65.7233 164.5472 53157.0 7.0
723 47.9836 0.2851 1.6911 44.3073 345.3285 173.2374 53157.0 7.0
726 47.6487 0.1335 6.9376 276.9117 78.1854 220.3469 53157.0 7.0
729 47.9203 0.2233 4.4898 116.9466 224.0622 29.5043 53157.0 7.0
732 47.7719 0.3408 8.5668 191.1452 122.8071 210.2374 53157.0 7.0
732 47.7271 0.3625 13.7236 78.3854 219.6775 224.0829 53157.0 7.0
735 47.9476 0.2837 11.4710 27.6559 241.6098 58.1066 53157.0 7.0
737 47.7652 0.2994 3.5506 277.8204 14.3805 62.0795 53157.0 7.0
739 47.7239 0.3346 4.0913 280.3956 2.2577 67.4032 53157.0 7.0
740 47.9189 0.2874 11.9259 10.5049 13.9362 2.7733 53157.0 7.0
743 47.8700 0.3375 10.9808 186.6994 266.7397 326.4909 53157.0 7.0
750 47.6026 0.2712 8.2586 352.9462 346.5684 219.6242 53157.0 7.0
750 47.6778 0.3194 7.7416 9.9547 20.4806 346.1857 53157.0 7.0
750 47.6334 0.2866 9.5126 100.2365 120.4133 266.7503 53157.0 7.0
750 47.6086 0.1788 8.0737 209.3260 76.9227 48.9702 53157.0 7.0
750 47.8320 0.3412 8.4684 8.0986 351.5352 190.0937 53157.0 7.0
751 47.6542 0.2622 7.6864 307.8078 31.5016 30.4841 53157.0 7.0
751 47.6919 0.3266 4.9265 217.0061 137.8946 28.9169 53157.0 7.0
753 47.9887 0.2241 4.7322 358.7406 279.7809 251.9550 53157.0 7.0
753 47.6243 0.2768 4.1224 330.0715 218.5823 300.0166 53157.0 7.0
753 47.6679 0.2897 12.8250 64.7059 323.7176 14.1752 53157.0 7.0
756 47.7212 0.2950 14.2143 100.2843 27.3120 302.2259 53157.0 7.0
756 47.6448 0.2713 8.9862 355.2853 325.0298 23.4905 53157.0 7.0
756 47.8403 0.2937 9.9539 62.5708 283.3720 28.2374 53157.0 7.0
760 47.8464 0.1929 3.2224 140.9391 15.1773 133.0114 53157.0 7.0
763 47.8240 0.2377 11.4696 246.5973 173.0645 154.2366 53157.0 7.0
766 47.7001 0.2865 4.3540 8.8284 242.0831 241.1037 53157.0 7.0
768 47.8251 0.2650 12.1557 101.3255 228.0379 223.0422 53157.0 7.0
769 47.7521 0.3006 6.7692 24.4975 47.3986 161.7529 53157.0 7.0
770 47.8337 0.2596 10.6817 203.1918 36.1415 66.4003 53157.0 7.0
774 47.6610 0.3181 0.8851 326.9709 156.6035 317.5732 53157.0 7.0
775 47.9078 0.3413 3.9848 81.6795 279.0242 18.0341 53157.0 7.0
775 47.9342 0.3629 3.1423 32.5666 65.7088 349.6322 53157.0 7.0
775 47.6852 0.1812 0.5151 131.9508 340.1951 138.2782 53157.0 7.0
775 47.9684 0.2940 10.6336 216.5206 76.5602 241.5326 53157.0 7.0
777 47.6555 0.2202 4.4951 173.4869 47.8089 92.7560 53157.0 7.0
778 47.9754 0.2441 8.4015 184.9429 166.4118 21.1292 53157.0 7.0
778 47.7693 0.2200 9.0839 229.8083 39.4657 238.1844 53157.0 7.0
780 47.9506 0.1835 10.5468 34.4584 156.7245 110.8541 53157.0 7.0
781 47.9605 0.2689 7.1679 174.9663 17.7142 281.0598 53157.0 7.0
784 47.8130 0.2477 5.6103 222.9711 242.5056 158.7146 53157.0 7.0
788 47.6140 0.3377 8.8032 344.2318 178.7886 110.5419 53157.0 7.0
788 47.9299 0.2676 6.0654 74.5943 339.5234 348.1071 53157.0 7.0
789 47.8245 0.3201 6.6380 255.6243 336.8558 278.8214 53157.0 7.0
789 47.9092 0.2420 4.6641 208.2270 244.2167 165.4976 53157.0 7.0
792 47.7395 0.3027 7.7428 316.0222 34.1297 19.5514 53157.0 7.0
792 47.8096 0.3170 3.6967 250.8813 229.6379 133.4816 53157.0 7.0
793 47.7628 0.2321 9.7805 339.3937 102.1962 343.2975 53157.0 7.0
793 47.7735 0.3140 11.3007 255.1485 184.4624 327.3285 53157.0 7.0
796 47.9097 0.2075 3.2503 102.8959 216.0763 37.7009 53157.0 7.0
796 47.8981 0.2117 8.0038 180.1875 275.2804 332.5593 53157.0 7.0
798 47.9684 0.3045 9.8504 97.5382 32.6729 315.1268 53157.0 7.0
799 47.8156 0.2395 11.7024 238.6589 111.0562 200.9058 53157.0 7.0
800 47.9073 0.2683 4.1142 143.1280 273.3961 352.7048 53157.0 7.0
802 47.6691 0.3018 5.8076 155.9075 122.6640 229.7334 53157.0 7.0
802 47.8050 0.3576 3.0459 247.9488 318.6591 101.2886 53157.0 7.0
806 47.9388 0.3013 9.4706 254.2542 347.0695 252.2134 53157.0 7.0
806 47.6256 0.3105 4.7492 197.7763 3.0920 272.5543 53157.0 7.0
807 47.7868 0.3158 9.1961 140.2183 102.5708 72.2428 53157.0 7.0
808 47.6191 0.2823 10.1057 145.9016 310.8235 317.7202 53157.0 7.0
809 47.7056 0.2866 9.0313 275.6672 15.0462 228.6945 53157.0 7.0
810 47.8729 0.1410 8.1992 74.2598 328.2245 27.0468 53157.0 7.0
810 47.7807 0.3243 9.4829 147.2770 149.9811 35.1439 53157.0 7.0
810 47.8000 0.2832 5.1209 244.3033 238.6703 299.4641 53157.0 7.0
810 47.8247 0.2295 1.7479 185.0728 2.8142 279.6883 53157.0 7.0
810 47.6571 0.2339 11.4246 2.3911 162.7038 125.4274 53157.0 7.0
811 47.6379 0.2325 11.7796 175.7679 292.6720 154.5336 53157.0 7.0
812 47.7853 0.2256 13.6098 216.8075 114.2838 38.6318 53157.0 7.0
812 47.7672 0.1865 6.3946 262.9782 252.0172 313.8212 53157.0 7.0
817 47.7905 0.2630 1.9406 217.7196 107.7645 203.8338 53157.0 7.0
817 47.9239 0.2931 4.0823 332.2517 132.2876 148.4733 53157.0 7.0
817 47.7516 0.3843 2.1861 135.6540 126.7425 237.0884 53157.0 7.0
817 47.6283 0.2392 7.4384 84.0951 337.8412 337.6538 53157.0 7.0
819 47.8049 0.1942 8.8659 43.8427 270.3061 228.7290 53157.0 7.0
820 47.8704 0.2813 3.2094 295.4249 325.7799 58.7231 53157.0 7.0
821 47.9205 0.2166 2.1655 207.7378 43.4414 69.8502 53157.0 7.0
823 47.6473 0.3561 4.1409 135.3523 222.3564 186.1812 53157.0 7.0
824 47.7174 0.3003 4.9376 234.6345 182.2260 153.5864 53157.0 7.0
824 47.6187 0.2407 21.2975 65.1207 287.8867 25.9906 53157.0 7.0
825 47.8058 0.2553 5.8023 31.9675 34.0608 348.0348 53157.0 7.0
825 47.8630 0.3042 1.6794 258.4252 25.3516 235.2789 53157.0 7.0
827 47.8261 0.2373 2.2791 122.2228 150.7085 227.1782 53157.0 7.0
827 47.8682 0.2744 6.9379 28.7861 38.5867 167.1912 53157.0 7.0
827 47.6839 0.2057 11.6814 99.9499 350.6245 324.7316 53157.0 7.0
827 47.6360 0.2472 9.6203 4.1018 274.1403 227.1769 53157.0 7.0
827 47.6114 0.2022 10.4874 318.8477 130.4691 169.6090 53157.0 7.0
827 47.9061 0.3515 6.7064 328.6529 307.3762 239.0194 53157.0 7.0
827 47.6350 0.3110 9.8609 268.0856 225.0950 134.9348 53157.0 7.0
828 47.7005 0.2415 12.7566 7.4246 69.5237 188.1563 53157.0 7.0
829 47.9615 0.2245 14.7899 55.1870 62.5493 148.3015 53157.0 7.0
829 47.8559 0.2523 8.0275 320.7206 233.6798 107.2456 53157.0 7.0
836 47.8545 0.3117 12.4207 190.6823 252.0595 329.8113 53157.0 7.0
838 47.9706 0.3035 11.9608 234.6344 247.0458 315.2288 53157.0 7.0
838 47.9379 0.3448 5.9081 229.6521 75.4107 38.4896 53157.0 7.0
838 47.6260 0.1912 8.6453 254.2918 114.7534 7.6287 53157.0 7.0
838 47.8832 0.2738 10.1040 274.7277 13.5753 60.7816 53157.0 7.0
838 47.8150 0.1634 13.7034 18.2790 47.6180 169.9371 53157.0 7.0
839 47.8679 0.2417 9.3798 59.5418 159.5603 99.2606 53157.0 7.0
839 47.8629 0.2782 4.9318 219.0614 330.9855 309.6421 53157.0 7.0
840 47.8223 0.2590 3.6807 290.0765 292.9140 257.4570 53157.0 7.0
845 47.7377 0.2655 10.8408 289.6280 29.5707 37.5632 53157.0 7.0
845 47.8179 0.2274 5.8162 51.7048 326.7365 17.6929 53157.0 7.0
847 47.7981 0.2906 9.7422 335.2484 34.4275 183.3869 53157.0 7.0
847 47.9703 0.2927 5.5297 148.7462 315.9588 318.9007 53157.0 7.0
849 47.8669 0.2041 6.1885 169.8604 110.4137 262.3932 53157.0 7.0
854 47.8222 0.3168 4.7629 109.7767 237.7366 28.7045 53157.0 7.0
857 47.7208 0.3190 8.8407 161.2952 252.9217 341.7882 53157.0 7.0
857 47.6798 0.3136 11.2726 270.4290 351.9905 64.4389 53157.0 7.0
857 47.8738 0.2777 10.1696 275.9526 82.0817 194.5783 53157.0 7.0
857 47.8178 0.1306 4.5784 49.6840 343.7283 181.4104 53157.0 7.0
858 47.9761 0.2066 15.0491 236.1539 198.4953 182.5573 53157.0 7.0
858 47.8372 0.1990 0.9312 68.2766 69.0705 288.3509 53157.0 7.0
859 47.6530 0.1463 7.6835 280.2541 193.3277 139.0759 53157.0 7.0
859 47.8950 0.3462 15.8584 151.6000 40.8794 91.2771 53157.0 7.0
859 47.9779 0.3145 13.9348 17.6388 24.6234 351.7538 53157.0 7.0
867 47.7285 0.1630 5.6932 19.0398 173.6882 265.8178 53157.0 7.0
869 47.6746 0.2859 10.0231 59.1867 5.3453 339.2761 53157.0 7.0
870 47.9746 0.3176 8.7029 213.8810 113.7487 27.4041 53157.0 7.0
870 47.7538 0.3101 9.0609 153.6141 340.9196 136.9246 53157.0 7.0
870 47.8579 0.1147 5.0501 43.1033 236.0673 96.8808 53157.0 7.0
874 47.7486 0.3377 1.1478 65.9535 280.1028 203.0294 53157.0 7.0
875 47.8896 0.3503 12.0409 284.9676 324.0584 62.9253 53157.0 7.0
875 47.8841 0.2372 13.4655 102.4563 283.0035 1.1728 53157.0 7.0
875 47.6667 0.2908 8.2565 143.0208 262.7498 172.2768 53157.0 7.0
875 47.7986 0.1856 4.2333 295.2352 25.6141 20.1928 53157.0 7.0
876 47.7267 0.3303 6.9767 320.4940 90.1312 167.2862 53157.0 7.0
881 47.9894 0.2995 9.1356 69.2012 256.1773 32.4479 53157.0 7.0
881 47.7550 0.2278 8.0476 74.4806 58.0667 330.0995 53157.0 7.0
884 47.7233 0.3230 10.5214 190.7123 192.3529 15.3149 53157.0 7.0
886 47.6500 0.2534 18.1648 14.0367 122.4369 297.3613 53157.0 7.0
888 47.7419 0.1850 9.3202 357.5916 146.3183 302.1747 53157.0 7.0
889 47.9132 0.2591 10.0513 332.9459 99.8564 162.0921 53157.0 7.0
891 47.8837 0.3259 9.1191 307.2608 10.1308 216.8536 53157.0 7.0
892 47.8549 0.2512 6.4073 298.7780 193.7602 144.5560 53157.0 7.0
892 47.7866 0.2759 2.9756 172.8051 351.6259 308.3325 53157.0 7.0
893 47.9267 0.2564 9.2047 3.3918 136.8971 329.7354 53157.0 7.0
894 47.9353 0.4110 6.8506 85.6710 349.9323 333.8036 53157.0 7.0
894 47.6460 0.2541 11.8368 173.0832 210.7727 198.3025 53157.0 7.0
894 47.6056 0.3291 15.3055 304.2160 285.0758 81.4876 53157.0 7.0
894 47.9544 0.2552 8.0059 303.7249 79.1556 184.3767 53157.0 7.0
894 47.8364 0.3066 6.7412 41.6068 131.7040 282.8224 53157.0 7.0
896 47.9562 0.3485 9.9259 5.0359 104.0844 154.7896 53157.0 7.0
897 47.9397 0.2676 12.3198 170.4116 268.2243 340.9750 53157.0 7.0
898 47.8334 0.2118 6.0341 53.8516 176.4762 264.1067 53157.0 7.0
898 47.6192 0.3529 6.1661 32.4493 66.0558 138.0110 53157.0 7.0
898 47.8639 0.3864 4.7112 203.8423 91.3007 218.3588 53157.0 7.0
900 47.8363 0.3551 2.5047 28.1343 33.2184 349.0090 53157.0 7.0
900 47.8926 0.3264 4.8942 278.3564 275.8280 111.8262 53157.0 7.0
901 47.6606 0.2885 5.2777 188.3753 349.0761 106.0106 53157.0 7.0
902 47.7502 0.3812 15.4908 334.6381 249.0679 258.3739 53157.0 7.0
902 47.9077 0.3372 3.7709 25.0416 84.7760 320.1700 53157.0 7.0
905 47.6991 0.3421 10.0384 42.2955 307.3758 203.8828 53157.0 7.0
905 47.8300 0.2342 11.2897 272.1480 119.3129 165.4145 53157.0 7.0
905 47.9261 0.2706 9.1876 352.9273 340.7276 191.0371 53157.0 7.0
905 47.8270 0.2464 8.5659 15.3093 138.1711 110.7679 53157.0 7.0
906 47.8824 0.3178 4.4922 300.9864 129.6565 166.7851 53157.0 7.0
907 47.9922 0.2446 8.8681 164.6608 175.0942 24.9051 53157.0 7.0
908 47.7296 0.2750 17.6768 53.3805 277.8081 13.7801 53157.0 7.0
912 47.6286 0.3085 10.1037 229.7580 165.5392 352.0504 53157.0 7.0
913 47.6139 0.3405 6.1839 333.4288 286.2116 89.2150 53157.0 7.0
913 47.8764 0.1945 7.0347 121.1530 223.2991 217.6670 53157.0 7.0
918 47.8607 0.3280 2.5637 210.8009 55.0060 253.1890 53157.0 7.0
918 47.9594 0.3539 7.8495 235.0831 334.3372 260.4903 53157.0 7.0
920 47.7324 0.2914 9.2159 280.9610 287.6719 285.4740 53157.0 7.0
920 47.8958 0.2102 2.9661 144.7363 229.6654 172.6733 53157.0 7.0
923 47.7728 0.4440 11.1587 349.5577 322.7408 216.0174 53157.0 7.0
925 47.7449 0.3140 6.5089 307.9797 85.4180 176.2941 53157.0 7.0
926 47.8349 0.1666 5.7632 204.3394 243.8432 332.1542 53157.0 7.0
926 47.6629 0.2830 3.0806 87.1387 264.1739 15.3029 53157.0 7.0
927 47.9937 0.2858 5.8592 351.5249 45.9532 1.5740 53157.0 7.0
927 47.7441 0.3100 12.3426 64.6337 194.7240 61.9770 53157.0 7.0
927 47.8586 0.3570 4.3358 79.8557 214.0185 45.6104 53157.0 7.0
927 47.9181 0.2922 8.0688 207.7389 220.7536 144.7835 53157.0 7.0
928 47.7271 0.2782 4.6455 126.7509 308.5239 336.0477 53157.0 7.0
928 47.7804 0.3322 9.3600 101.3967 323.3464 160.6905 53157.0 7.0
929 47.7793 0.2957 9.7541 27.0262 209.9750 68.4127 53157.0 7.0
929 47.7162 0.3286 7.0392 197.0861 310.1231 292.8197 53157.0 7.0
929 47.6752 0.2850 8.9521 116.5419 49.7212 111.0845 53157.0 7.0
929 47.7161 0.1600 3.9698 44.3277 73.1733 172.7732 53157.0 7.0
930 47.8014 0.3098 10.6828 325.8067 123.7642 147.2723 53157.0 7.0
930 47.9475 0.1898 6.7754 159.0408 325.9310 139.2685 53157.0 7.0
930 47.6754 0.2432 5.6850 101.1953 233.3168 34.1842 53157.0 7.0
930 47.9331 0.1582 11.9804 168.7576 60.9538 267.0323 53157.0 7.0
931 47.8817 0.3768 9.5473 259.1137 356.2035 95.5243 53157.0 7.0
931 47.8200 0.2586 3.4474 196.0945 332.1167 297.0711 53157.0 7.0
931 47.9333 0.3281 7.7401 161.6356 193.9862 208.0926 53157.0 7.0
931 47.9857 0.3138 5.1166 69.8335 22.8203 330.5410 53157.0 7.0
931 47.7290 0.2554 4.9520 249.3903 335.3854 70.1757 53157.0 7.0
931 47.6859 0.3068 4.4005 217.1324 305.7526 293.3492 53157.0 7.0
932 47.7837 0.3732 2.5435 355.1039 61.5824 342.0633 53157.0 7.0
932 47.9296 0.1788 2.1796 38.8740 254.1037 228.6257 53157.0 7.0
936 47.6218 0.2970 13.7689 33.6676 290.1214 30.3590 53157.0 7.0
936 47.9193 0.2444 5.2048 257.5624 321.2051 94.8830 53157.0 7.0
936 47.9235 0.2280 4.8159 357.9065 80.6222 334.2530 53157.0 7.0
937 47.9571 0.3672 4.5025 310.5085 289.1974 249.2094 53157.0 7.0
937 47.7959 0.2673 11.6535 353.4292 343.2361 15.5303 53157.0 7.0
937 47.9886 0.2071 6.5595 172.0054 236.9093 172.6894 53157.0 7.0
937 47.7237 0.3213 8.4234 56.3049 274.3212 27.4117 53157.0 7.0
942 47.6686 0.2274 10.9840 217.5438 17.4723 80.0095 53157.0 7.0
944 47.6896 0.3105 3.9054 2.5494 329.8457 202.6363 53157.0 7.0
945 47.8279 0.2651 14.8974 6.9495 316.2865 207.9753 53157.0 7.0
946 47.8891 0.3197 8.6982 300.3473 25.6146 204.1516 53157.0 7.0
950 47.8400 0.3007 3.2042 152.3060 278.1752 152.1412 53157.0 7.0
951 47.9358 0.1948 15.8455 89.2727 243.7976 21.3697 53157.0 7.0
951 47.6855 0.3258 6.7995 70.0714 167.3270 77.6749 53157.0 7.0
951 47.7280 0.3579 11.9624 244.3398 16.9519 239.2425 53157.0 7.0
954 47.9947 0.2254 17.3143 175.6839 77.5528 76.4957 53157.0 7.0
955 47.7513 0.3139 9.6452 159.1177 337.1939 306.3636 53157.0 7.0
957 47.8534 0.2373 7.6150 130.4337 274.8193 176.8620 53157.0 7.0
957 47.7698 0.2515 8.7240 74.0342 127.8051 108.1244 53157.0 7.0
957 47.6629 0.2052 1.9684 59.0454 116.8939 121.7758 53157.0 7.0
958 47.6901 0.3601 5.7446 129.6662 292.7383 345.8114 53157.0 7.0
960 47.6767 0.3500 5.2470 180.5434 347.9477 278.7443 53157.0 7.0
964 47.7501 0.3242 5.1150 342.6927 11.7308 204.0969 53157.0 7.0
964 47.7865 0.3255 7.8133 293.5751 157.4602 323.9476 53157.0 7.0
965 47.6601 0.3705 20.0044 337.5450 106.3856 339.1990 53157.0 7.0
966 47.7253 0.2194 5.2290 137.9807 43.9956 109.3109 53157.0 7.0
968 47.9173 0.2117 5.8345 32.6485 307.7980 54.7310 53157.0 7.0
969 47.8081 0.4123 5.5041 285.0649 149.7632 174.6491 53157.0 7.0
970 47.7523 0.2710 3.9488 308.4524 327.1343 57.1625 53157.0 7.0
973 47.6512 0.1893 5.6973 150.0210 341.0087 319.7526 53157.0 7.0
974 47.8517 0.2201 13.0290 287.1813 71.1739 40.2803 53157.0 7.0
974 47.8169 0.1952 17.1922 300.7989 314.4816 93.4325 53157.0 7.0
978 47.6446 0.1967 12.1180 46.7437 81.8805 128.2262 53157.0 7.0
979 47.7721 0.2889 8.1915 319.9023 43.2515 13.4515 53157.0 7.0
979 47.9593 0.2748 1.4020 321.3108 38.8810 13.6070 53157.0 7.0
980 47.8058 0.2563 4.1435 306.8289 263.5793 116.9528 53157.0 7.0
980 47.7348 0.2361 2.1765 32.7404 38.7458 156.0290 53157.0 7.0
984 47.7319 0.2841 8.3227 343.7834 254.0137 250.7013 53157.0 7.0
984 47.6237 0.3415 4.8181 106.6545 55.9430 121.0567 53157.0 7.0
984 47.6072 0.1870 12.0030 234.8323 63.1714 49.1294 53157.0 7.0
984 47.8196 0.2492 14.2675 185.7675 75.2130 49.5593 53157.0 7.0
984 47.9525 0.3320 6.9417 247.4629 32.1229 226.7810 53157.0 7.0
990 47.9202 0.2589 13.6975 118.4645 44.8915 103.2493 53157.0 7.0
990 47.6030 0.2297 2.8221 178.3303 144.8590 198.5733 53157.0 7.0
992 47.9613 0.3325 7.6825 351.4263 165.7597 309.7416 53157.0 7.0
994 47.6921 0.2712 2.8841 81.2650 136.5116 268.0497 53157.0 7.0
994 47.8850 0.2749 2.2646 209.6599 190.7317 0.5922 53157.0 7.0
995 47.7052 0.2319 4.6333 237.9316 234.2279 141.6102 53157.0 7.0
996 47.6336 0.2768 7.5282 68.1354 5.9961 156.2879 53157.0 7.0
996 47.6939 0.2928 6.5778 67.5677 235.3063 50.2281 53157.0 7.0
996 47.8748 0.2387 16.5029 127.9911 180.7111 225.0747 53157.0 7.0
996 47.7287 0.3361 6.2103 126.0892 47.9433 299.5785 53157.0 7.0
996 47.7143 0.2986 14.1542 339.1155 189.7392 123.0815 53157.0 7.0
998 47.8367 0.2906 6.2413 7.3637 117.7782 337.6936 53157.0 7.0
999 47.7413 0.2716 8.8709 57.8600 120.4386 95.4230 53157.0 7.0
999 47.9848 0.1902 11.3106 206.2918 15.4584 107.5904 53157.0 7.0
999 47.6418 0.3465 12.7103 180.5763 207.7472 1.7213 53157.0 7.0
1001 47.7584 0.2750 11.4652 209.0826 265.0222 139.2737 53157.0 7.0
1001 47.6294 0.2122 13.8599 335.4099 253.6332 254.3329 53157.0 7.0
1007 47.6228 0.3099 8.3750 336.7574 353.6894 35.1001 53157.0 7.0
1008 47.8435 0.3122 2.6529 238.3967 156.8078 357.6018 53157.0 7.0
1008 47.7318 0.3351 4.6416 18.1131 74.6253 166.0002 53157.0 7.0
1009 47.8297 0.2761 11.3850 50.0777 292.3564 196.5098 53157.0 7.0
1009 47.8958 0.2705 4.9924 24.1554 115.9678 118.5814 53157.0 7.0
1010 47.8786 0.2333 16.2746 274.7373 355.8407 238.3278 53157.0 7.0
1011 47.7146 0.3735 8.0372 28.8990 9.2370 352.0358 53157.0 7.0
1013 47.6141 0.3081 6.4035 225.3776 144.5992 1.5029 53157.0 7.0
1014 47.7692 0.4173 4.9333 121.2871 182.4555 47.6068 53157.0 7.0
1016 47.7406 0.2289 10.7028 170.2410 216.5535 12.8311 53157.0 7.0
1016 47.9580 0.2217 2.8976 98.5597 191.8513 236.5572 53157.0 7.0
1018 47.9622 0.2179 1.5578 324.6973 292.2161 58.6162 53157.0 7.0
1018 47.7995 0.3402 4.2369 110.7253 113.4304 266.1435 53157.0 7.0
1018 47.9999 0.3406 5.9330 296.1715 221.6599 298.1862 53157.0 7.0
1020 47.6087 0.3554 5.4600 218.5510 230.2448 313.7200 53157.0 7.0
1020 47.8962 0.3032 6.7039 316.1260 342.0946 62.6144 53157.0 7.0
1026 47.8902 0.2860 7.4368 191.1345 115.3718 50.8341 53157.0 7.0
1028 47.8813 0.2986 5.4963 207.6784 57.3924 61.9936 53157.0 7.0
1029 47.9888 0.3396 4.4232 18.4465 253.9954 241.8222 53157.0 7.0
1031 47.8295 0.2510 13.3801 77.1974 309.2979 180.5642 53157.0 7.0
1032 47.9252 0.2602 4.7086 95.9738 124.0176 266.3726 53157.0 7.0
1032 47.9489 0.3233 3.9856 21.4131 222.1898 243.6215 53157.0 7.0
1035 47.9766 0.2964 12.6605 122.9533 60.8189 91.1062 53157.0 7.0
1035 47.9962 0.3127 8.8557 57.5465 223.3282 230.7787 53157.0 7.0
1035 47.8777 0.2635 15.5912 49.3263 244.8387 47.4541 53157.0 7.0
1036 47.8015 0.2979 11.5606 155.5616 159.3945 28.2370 53157.0 7.0
1036 47.7835 0.2025 1.9608 304.0075 170.0602 313.9325 53157.0 7.0
1037 47.9806 0.2542 6.9056 182.7840 108.8877 33.2384 53157.0 7.0
1037 47.9409 0.2501 10.6428 64.4746 335.8690 355.6603 53157.0 7.0
1037 47.7918 0.2091 3.9634 72.2176 63.2001 121.2673 53157.0 7.0
1037 47.6194 0.1852 5.5848 355.7222 242.2748 256.8533 53157.0 7.0
1039 47.7590 0.2558 7.8309 201.8205 34.3744 250.5322 53157.0 7.0
1042 47.7197 0.2473 21.8656 294.8249 166.8630 315.8559 53157.0 7.0
1042 47.9170 0.2921 5.7589 29.5156 234.2609 250.0787 53157.0 7.0
1042 47.8760 0.2831 10.1151 34.0365 41.0297 2.9207 53157.0 7.0
1042 47.7972 0.3144 7.0419 296.8419 256.0973 297.6804 53157.0 7.0
1043 47.7672 0.2397 7.8877 208.7683 112.7517 27.5120 53157.0 7.0
1047 47.7768 0.2057 14.6784 275.0244 333.7051 56.1118 53157.0 7.0
1047 47.9445 0.3286 5.6401 31.1999 27.4417 164.9584 53157.0 7.0
1047 47.9917 0.2909 4.7639 20.7299 223.6731 67.3321 53157.0 7.0
1047 47.7455 0.3081 5.2831 243.0564 0.3172 69.0302 53157.0 7.0
1047 47.8873 0.3493 7.9976 217.3502 237.2991 145.6701 53157.0 7.0
1047 47.9917 0.3193 14.7511 138.6561 290.0787 338.8199 53157.0 7.0
1047 47.9234 0.2805 5.7750 63.0500 355.8907 351.1043 53157.0 7.0
1048 47.7104 0.2754 9.7554 79.4273 151.7009 79.7786 53157.0 7.0
1048 47.6708 0.4044 16.7944 249.7262 90.3806 199.2002 53157.0 7.0
1048 47.9047 0.2977 3.9143 193.6147 317.9905 303.0666 53157.0 7.0
1049 47.8832 0.1995 9.6564 111.1987 205.6003 218.9804 53157.0 7.0
1049 47.8270 0.2910 1.8817 213.1251 181.7413 7.8561 53157.0 7.0
1049 47.8469 0.2794 5.4813 298.0684 332.7093 52.7510 53157.0 7.0
1049 47.9617 0.2348 4.3409 23.8765 89.5946 162.2292 53157.0 7.0
1051 47.8875 0.2631 6.9716 145.9129 31.0195 108.9240 53157.0 7.0
1052 47.9135 0.2749 8.9073 51.3153 56.0808 323.6715 53157.0 7.0
1053 47.9563 0.2693 10.4528 180.9801 202.0220 19.1303 53157.0 7.0
1055 47.6295 0.3577 4.3425 300.6439 172.4993 151.9162 53157.0 7.0
1055 47.6578 0.2629 5.8849 143.0225 252.1994 356.3443 53157.0 7.0
1056 47.8173 0.2382 18.7797 141.9054 224.3137 25.9174 53157.0 7.0
1057 47.7207 0.2320 9.1519 150.9723 124.9409 73.9431 53157.0 7.0
1057 47.8742 0.2800 4.2864 331.6539 193.3595 122.6904 53157.0 7.0
1057 47.6035 0.2753 13.2596 231.8916 24.1755 250.2337 53157.0 7.0
1057 47.8671 0.2583 6.5422 19.6300 233.0372 70.9425 53157.0 7.0
1059 47.8545 0.2442 6.2483 92.5698 106.1444 276.5101 53157.0 7.0
1063 47.7920 0.3327 3.6880 10.6767 4.9195 19.5968 53157.0 7.0
1063 47.8703 0.3211 9.2528 86.8245 89.6769 106.1844 53157.0 7.0
1066 47.8373 0.2706 9.3992 311.9475 244.4040 98.8038 53157.0 7.0
1069 47.6682 0.3541 2.9017 101.9867 158.3955 242.1989 53157.0 7.0
1069 47.7487 0.2005 8.1055 10.8470 112.9022 306.5874 53157.0 7.0
1070 47.8691 0.2218 8.1708 85.2709 246.2122 245.7044 53157.0 7.0
1071 47.9455 0.2726 2.7608 16.9120 334.0287 202.6501 53157.0 7.0
1071 47.6922 0.2651 4.7343 26.4795 335.4803 45.3615 53157.0 7.0
1071 47.8311 0.2195 13.0705 9.5763 259.5445 63.2573 53157.0 7.0
1071 47.7596 0.2689 7.8320 224.3129 29.0295 252.7132 53157.0 7.0
1072 47.8093 0.1928 24.2726 30.1844 99.0851 334.2478 53157.0 7.0
1074 47.8030 0.2712 13.1918 1.3827 300.3213 220.9050 53157.0 7.0
1076 47.8307 0.2251 5.2815 77.6820 255.4731 34.8470 53157.0 7.0
1076 47.9508 0.2312 8.8171 215.7514 244.6209 157.2371 53157.0 7.0
1077 47.8252 0.2421 8.2377 338.0758 236.7710 262.5120 53157.0 7.0
1077 47.6518 0.2428 2.4475 316.2510 146.9302 146.6093 53157.0 7.0
1077 47.9863 0.3472 8.8801 104.1349 274.7580 188.9848 53157.0 7.0
1078 47.8631 0.3162 4.2643 102.1072 156.5986 253.5439 53157.0 7.0
